transaction_id,date,merchant,amount,category,accounting_code,accounting_type,tax_deductible,department,extraction_confidence
TXN-01482,2024-12-01,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.95
TXN-01483,2024-05-29,Southwest Airlines,650.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-01484,2024-06-01,Delta Airlines,500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-01485,2024-08-05,At&T,300.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-01486,2024-09-24,Doordash,200.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-01487,2024-09-03,Deloitte,50000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.95
TXN-01488,2024-01-07,Staples Inc,300.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01489,2024-05-26,Chipotle,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.95
TXN-01490,2025-02-25,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01491,2024-04-25,Uber,120.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.95
TXN-01492,2024-05-28,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-01493,2024-12-29,Slack,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.8999999999999999
TXN-01494,2024-05-31,Doordash,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-01495,2024-06-13,United Airlines,2500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01496,2024-01-08,Time Warner,180.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-01497,2025-03-28,Grubhub,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-01498,2024-01-26,Microsoft Azure,800.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-01499,2024-04-03,Grubhub,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-01500,2025-01-22,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-01501,2024-08-24,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.95
TXN-01502,2024-03-31,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.8799999999999999
TXN-01503,2024-03-16,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-01504,2025-03-31,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01505,2024-07-29,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01506,2024-02-23,At&T,80.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-01507,2024-07-28,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01508,2024-02-22,Facebook Ads,4000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.8999999999999999
TXN-01509,2024-03-23,Datadog,800.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-01510,2024-09-25,Dhl,30.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-01511,2024-01-03,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-01512,2024-04-25,Uber,65.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01513,2025-03-14,Hilton Hotels,220.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01514,2025-01-04,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01515,2024-01-16,Office Depot,75.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8799999999999999
TXN-01516,2024-11-02,Delta Airlines,1400.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01517,2024-12-28,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Marketing,0.8999999999999999
TXN-01518,2024-06-08,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,Finance,0.95
TXN-01519,2025-01-14,Herman Miller,1500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01520,2024-12-19,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-01521,2024-11-03,Hubspot,50.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Sales,0.8999999999999999
TXN-01522,2024-03-09,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.95
TXN-01523,2025-01-20,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Sales,0.8999999999999999
TXN-01524,2024-04-16,Steelcase,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.8799999999999999
TXN-01525,2025-02-12,Lenovo,400.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.95
TXN-01526,2024-08-18,Delta Airlines,900.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8799999999999999
TXN-01527,2024-01-10,Slack,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-01528,2024-02-27,Ups,50.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-01529,2024-05-13,Lawdepot,2500.0,Legal Services,6710,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-01530,2025-02-01,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-01531,2024-05-01,Uber,120.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01532,2024-11-23,American Airlines Inc,550.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01533,2024-12-04,Lyft,60.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Engineering,0.8799999999999999
TXN-01534,2024-04-09,Datadog,400.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Marketing,0.95
TXN-01535,2024-04-27,Apple,199.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-01536,2025-03-25,Delta Airlines,500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01537,2024-11-15,Slack,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.95
TXN-01538,2024-03-26,Stripe,500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-01539,2025-02-16,Steelcase,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-01540,2025-01-18,Slack,199.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.8799999999999999
TXN-01541,2024-02-08,Twilio,1000.0,Software - Communications,6340,Operating Expense - Technology,Yes,HR,0.95
TXN-01542,2024-01-15,Datadog,400.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,HR,0.95
TXN-01543,2024-04-14,Uber,120.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01544,2025-03-29,Amazon,99.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01545,2024-12-11,Best Buy,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.95
TXN-01546,2024-10-06,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8799999999999999
TXN-01547,2025-01-13,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.93
TXN-01548,2024-03-08,Quickbooks,600.0,Accounting Software,6720,Operating Expense - Services,Yes,Finance,0.95
TXN-01549,2025-03-14,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-01550,2024-05-24,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-01551,2025-03-31,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8799999999999999
TXN-01552,2024-05-02,Starbucks,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-01553,2024-05-03,Lyft,40.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Marketing,0.95
TXN-01554,2024-12-09,Salesforce,600.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.95
TXN-01555,2025-02-25,Twilio,500.0,Software - Communications,6340,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-01556,2024-06-30,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-01557,2024-10-10,Southwest Airlines,350.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.95
TXN-01558,2024-09-14,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.8799999999999999
TXN-01559,2024-08-29,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-01560,2025-03-17,Deloitte,50000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8799999999999999
TXN-01561,2024-05-29,Pwc,4000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-01562,2024-12-15,Lawdepot,200.0,Legal Services,6710,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-01563,2024-10-25,Apple,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.95
TXN-01564,2025-02-11,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-01565,2024-11-09,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01566,2024-09-20,Twilio,50.0,Software - Communications,6340,Operating Expense - Technology,Yes,Operations,0.95
TXN-01567,2024-05-23,Staples,300.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8999999999999999
TXN-01568,2024-03-02,Mckinsey,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.95
TXN-01569,2024-10-26,Best Buy,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8799999999999999
TXN-01570,2024-05-20,Starbucks,5.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01571,2024-05-11,Google Cloud,400.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-01572,2024-01-15,Google Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.8999999999999999
TXN-01573,2024-08-23,Office Depot,350.0,Office Supplies,6100,Operating Expense - Office,Yes,Finance,0.8999999999999999
TXN-01574,2025-02-05,Xero,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.95
TXN-01575,2024-06-28,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-01576,2024-08-12,Restaurants.Com,40.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-01577,2025-01-18,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Finance,0.8999999999999999
TXN-01578,2024-04-16,Best Buy,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.95
TXN-01579,2024-11-17,Apple,1999.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.95
TXN-01580,2025-03-24,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-01581,2024-08-21,Salesforce,1200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-01582,2024-11-02,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8799999999999999
TXN-01583,2024-05-03,Airbnb,300.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01584,2024-02-29,Hilton Hotels,700.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01585,2024-03-30,Best Buy Inc,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-01586,2024-06-26,United Airlines,250.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01587,2024-01-22,American Airlines,550.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01588,2024-06-16,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.95
TXN-01589,2024-10-18,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Operations,0.95
TXN-01590,2025-03-01,Marriott Hotels,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.95
TXN-01591,2025-01-07,Ups,25.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.95
TXN-01592,2024-12-31,Starbucks,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01593,2024-01-12,Chipotle,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-01594,2024-08-11,Hubspot,1200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-01595,2024-02-20,American Airlines,1500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.95
TXN-01596,2024-02-27,Linkedin Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Marketing,0.95
TXN-01597,2024-07-12,Time Warner,100.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Marketing,0.95
TXN-01598,2024-11-07,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.95
TXN-01599,2024-06-24,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-01600,2024-09-24,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-01601,2024-07-10,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-01602,2024-07-14,Doordash,200.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-01603,2025-03-18,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-01604,2024-06-21,Accenture,35000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.95
TXN-01605,2024-09-22,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.95
TXN-01606,2024-02-24,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-01607,2024-04-08,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.95
TXN-01608,2025-01-31,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.95
TXN-01609,2024-03-31,Delta Airlines,500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-01610,2024-01-09,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-01611,2025-01-12,Starbucks,7.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-01612,2024-02-07,Hilton Hotels,700.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01613,2024-01-25,Grubhub,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-01614,2024-02-17,Starbucks,5.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-01615,2024-06-13,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.95
TXN-01616,2024-03-04,Best Buy,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-01617,2025-02-14,Hilton Hotels,220.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01618,2024-03-16,Google Cloud,950.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.95
TXN-01619,2024-06-27,Lenovo,2000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8799999999999999
TXN-01620,2024-06-07,Best Buy,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-01621,2025-01-08,Marriott Hotels,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-01622,2024-04-01,Dell,2500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01623,2025-03-23,Best Buy,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-01624,2024-12-25,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-01625,2025-01-05,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-01626,2024-04-09,United Airlines,2500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01627,2025-01-10,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01628,2025-03-11,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-01629,2024-11-11,Microsoft Azure,800.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01630,2024-05-27,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Sales,0.8999999999999999
TXN-01631,2024-09-06,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01632,2024-06-04,American Airlines,550.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01633,2024-06-23,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-01634,2024-02-11,Starbucks,5.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-01635,2024-11-04,Office Depot,75.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01636,2024-10-15,Lenovo,400.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-01637,2025-02-06,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.95
TXN-01638,2025-03-26,Fedex,20.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-01639,2024-01-30,Herman Miller,3000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.8799999999999999
TXN-01640,2024-09-30,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-01641,2024-05-27,Lyft,60.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-01642,2024-03-18,Mckinsey,6000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.95
